User,Accident [Y/N],Year,Folder Name,Video Name,Link,Video Length [sec],Pre collission [sec],Collission [sec],Post collission [sec],"Light conditions [Sunny, Cloudy, Rainy, Showy, Night]","Text on Video [NO, Upper Right corner, Upper Left Corner, Lower Right Corner, Lower Left Corner]",Camera Location (if shown),Day of accident (if shown),Time of collission (if shown),"Type of Accident [Rear ended, With object, T-bone, Other]",Camera Moved [Y/N],Camera Move Time [sec],Other Comments
Raysa,N,2018,20180811 DM I-235 at Valley West Dr Motorcycle Crash,DMTV13--2018_08_11_22_50_15-2018_08_11_23_55_13.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665812712765,3883,NA,NA,NA,Night,Upper Left Corner,West I-235 EB @ 42nd St (DMTV13),NA,NA,NA,Y,627,No accident detected
Raysa,N,2018,20180811 DM I-235 at Valley West Dr Motorcycle Crash,DMTV15--2018_08_11_22_50_15-2018_08_11_23_55_13.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665809790333,3884,NA,NA,NA,Night,Upper Left Corner,East I-235 EB Overpass Center @ 63rd St (DMTV 15),NA,NA,NA,y,597,No accident detected
Raysa,N,2018,20180811 DM I-235 at Valley West Dr Motorcycle Crash,DMTV10--2018_08_11_22_50_12-2018_08_11_23_55_10.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665812356553,3883,NA,NA,NA,Night,Upper Left Corner,East I-235 WB @ MLK (DMTV 10),NA,NA,NA,N,NA,No accident detected
Raysa,N,2018,20180811 DM I-235 at Valley West Dr Motorcycle Crash,DMTV07--2018_08_11_22_50_14-2018_08_11_23_55_12.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665810740353,3882,NA,NA,NA,Night,Upper Left Corner,East I-235 EB Overpass Center @ 22nd Ave (DMTV07),NA,NA,NA,N,NA,No accident detected
Raysa,N,2018,20180811 DM I-235 at Valley West Dr Motorcycle Crash,DMTV08--2018_08_11_22_50_23-2018_08_11_23_55_21.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665812456368,3884,NA,NA,NA,Night,Upper Left Corner,West I-235 Bridge @ 7th st (DMTV08),NA,NA,NA,N,NA,No accident detected
Raysa,N,2018,20180811 DM I-235 at Valley West Dr Motorcycle Crash,DMTV14--2018_08_11_22_50_13-2018_08_11_23_55_11.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665808991721,3874,NA,NA,NA,Night,Upper Left Corner,East I-235 @ Polk Blvd (DMTV14),NA,NA,NA,Y,617,"Although camera moves several times, no accident was detected. Video blurs frequently."
Raysa,N,2018,20180811 DM I-235 at Valley West Dr Motorcycle Crash,DMTV11--2018_08_11_22_50_13-2018_08_11_23_55_11.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665812504023,3882,NA,NA,NA,Night,Upper Left Corner,East I-235 EB @ 28th St (DMTV11),NA,NA,NA,Y,1758,No accident detected
Raysa,N,2018,20180811 DM I-235 at Valley West Dr Motorcycle Crash,DMTV06--2018_08_11_22_50_14-2018_08_11_23_55_12.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665808941563,3885,NA,NA,NA,Night,Upper Left Corner,East I-235 EB Overpass @ E 12th (DMTV06),NA,NA,NA,N,NA,No accident detected
Raysa,N,2018,20180811 DM I-235 at Valley West Dr Motorcycle Crash,DMTV12--2018_08_11_22_50_13-2018_08_11_23_55_11.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665811593188,3882,NA,NA,NA,Night,Upper Left Corner,West I-235 WB @ 31 St (DMT12),NA,NA,NA,Y,768,No accident was detected. Since the beginning of the video a vehicle shown stopped on the shore
Raysa,N,2018,20180811 DM I-235 at Valley West Dr Motorcycle Crash,DMTV04--2018_08_11_22_50_14-2018_08_11_23_55_12.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665810460389,3882,NA,NA,NA,Night,Upper Left Corner,East I-235 EB @ E 21st (DMTV04),NA,NA,NA,N,NA,No accident detected
Raysa,N,2018,20180811 DM I-235 at Valley West Dr Motorcycle Crash,DMTV09--2018_08_11_22_53_29-2018_08_11_23_58_27.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665813929352,3889,NA,NA,NA,Night,Upper Left Corner,West I-235 EB @ Keo Way (DMTV09),NA,NA,NA,N,NA,No accident detected
Raysa,N,2018,20180811 DM I-235 at Valley West Dr Motorcycle Crash,DMTV05--2018_08_11_22_50_19-2018_08_11_23_55_19.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665809809521,3891,NA,NA,NA,Night,Upper Left Corner,East I-235 WB @ E 14th st (DMTV05),NA,NA,NA,N,NA,No accident detected
Raysa,Y,2018,20180814 AM I-35 at 260th Accident,IWZ3159--2018_08_14_19_44_00-2018_08_14_20_23_58.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665815647862,2394,1180,1181,1184,Cloudy,Upper Left Corner,North I-35 SB (IWZ3159),"8,14,2018",19:56:29,"with object, slip-and-slide",Y,1646,
Raysa,N,2018,20180814 AM I-35 at 260th Accident,IWZ3152--2018_08_14_19_43_38-2018_08_14_20_23_37.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665816898359,2394,NA,NA,NA,Cloudy,Upper Left Corner,North I-35 SB (IWZ3152),NA,NA,NA,Y,1632,Camera moves and shows traffic jam and vehicles stopped on the shore
Raysa,N,2018,20180808 NV US30 at 600th ave Accident,NVTV02--2018_08_08_20_53_23-2018_08_08_23_13_21.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665818733963,8371,NA,NA,NA,Cloudy,Upper Left Corner,West US 30 ED @ 600th Ave (NVTV02),NA,NA,NA,N,NA,The poor quality of the video does not allow to determine whether an accident occurred or not.
Raysa,Y,2018,20180814 CB I-80 W @ MM 5 Work Zone Crash,CBTV58--2018_08_14_10_36_05-2018_08_14_10_36_45.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665813420823,37,NA,12,22,Cloudy,Upper Left Corner,West I-80 WB @ Woodbury Ave (CBTV,"8,14,2018",10:39:26,Rear ended and with object,N,NA,We report the collision time of the second part of the accidente (with the road wall) because the exact moment of the impact of the first collision (rear ended) is not shown in the video.
Raysa,N,2018,20180812 D5 I-35 near Missouri Border Accident,IWZ3189--2018_08_12_19_56_25-2018_08_12_20_52_40.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665814593525,3338,NA,NA,NA,Night,Upper Left Corner,North I-35: MM 8.75 (IWZ 3189),NA,NA,NA,Y,641,"No accident detected, just traffic jam and several trucks stopped on the shore"
Raysa,N,2018,20180811 DM I-235 at 22nd Street Accident,DMTV16--2018_08_11_15_20_13-2018_08_11_16_10_11.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665811816300,2985,NA,NA,NA,Cloudy,Upper Left Corner,West I-235 WB @ 22nd St (DMTV16),NA,NA,NA,Y,591,"No accident detected, just two vehicles stopped on the shore"
Raysa,N,2018,20180811 DM I-235 at 22nd Street Accident,DMTV15--2018_08_11_15_20_14-2018_08_11_16_10_12.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665807455954,,NA,NA,NA,Sunny,Upper Left Corner,East I-235 EB Overpass Center @ 63rd St (DMTV 15),NA,NA,NA,Y,2890,No accident detected
Raysa,N,2018,20180523 DM I235 at 63rd Street truck tire rim falls off,DMTV15--2018_05_22_18_04_51-2018_05_23_08_49_51.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665812860566,52904,NA,NA,NA,Sunny,Upper Left Corner,West I-235 EB Overpass Center @ 63rd St (DMTV 15),NA,NA,NA,Y,417,"No accident detected, just a pickup stopped on the shore during the first hour of the video and also a vehicle stopped at the end of the video (time 14:25:30)"
Raysa,Y,2018,20180809 DM I-35 S 94 MM Work Zone Crash,DMTV60--2018_08_09_07_11_35-2018_08_09_07_28_31.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665811150065,1013,NA,NA,99,Sunny,Upper Left Corner,South I-35 SB @ Mile Post 94 (DMTV60),"8,09,2018",NA,Rear ended,Y,403,Camera does not show pre-collision neither collision times. Trees are blocking the view of the camera on a section of road
Raysa,N,2018,20180809 DM I-35 S 94 MM Work Zone Crash,DMTV60--2018_08_09_06_59_12-2018_08_09_06_59_45.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665809504821,31,NA,NA,NA,Cloudy,Upper Left Corner,South I-35 SB @ Mile Post 94 (DMTV60),NA,NA,NA,N,NA,No accident detected
Raysa,N,2018,20180730 CB I-80 at Mcpherson accident,CBTV10--2018_07_30_15_42_37-2018_07_30_19_47_39.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665808664226,14636,NA,NA,NA,Sunny,Upper Left Corner,East I-80 @ McPherson (CBTV10),NA,NA,NA,Y,2044,No accident detected. Video blurs frequently.
Raysa,N,2018,20180730 QC I-74 at Grant St Incident,QCTVB1--2018_07_30_19_32_02-2018_07_30_20_32_00.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665812949987,3593,NA,NA,NA,Cloudy,Upper Left Corner,South I-74 @ Grant St (QCTVB1),NA,NA,NA,N,NA,No accident detected
Raysa,Y,2018,20180803 DM I-35 NB Abandoned 1 Vehicle Crash,DMTV50--2018_08_03_12_22_36-2018_08_03_12_33_53.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665813843023,674,28,30,37,Cloudy,Upper Left Corner,North I-35 @ Mills Civic (DMTV 50),"8,03,2018",12:15:26,Rear ended,Y,319,
Raysa,N,2018,20180726 CB US-6 @ I-80 Work Zone Crash,CBTV12--2018_07_26_18_04_07-2018_07_26_18_51_50.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665810991827,2860,NA,NA,NA,Sunny,Upper Left Corner,West I-80 @ US HWY 6 (CBTV12),NA,NA,NA,Y,11,"Since the beginning of the video, camera shows two vehicles stopped on the way that apparently collision previously (rear ended)"
Raysa,N,2018,20180726 CB US-6 @ I-80 Work Zone Crash,1_CBTV12_2018_07_26_18_47_47.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665809024493,242,NA,NA,NA,Sunny,Upper Left Corner,West I-80 @ US HWY 6 (CBTV12),NA,NA,NA,N,NA,Camera shows two vehicles that apparently collision previously (rear ended)
Raysa,N,2018,20180726 CB US-6 @ I-80 Work Zone Crash,1_CBTV12_2018_07_26_18_42_47.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665806747076,300,NA,NA,NA,Sunny,Upper Left Corner,West I-80 @ US HWY 6 (CBTV12),NA,NA,NA,N,NA,Camera shows two vehicles that apparently collision previously (rear ended)
Raysa,N,2018,20180726 CB US-6 @ I-80 Work Zone Crash,1_CBTV12_2018_07_26_18_37_46.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665810521370,300,NA,NA,NA,Sunny,Upper Left Corner,West I-80 @ US HWY 6 (CBTV12),NA,NA,NA,N,NA,Camera shows two vehicles that apparently collision previously (rear ended)
Raysa,N,2018,20180726 CB US-6 @ I-80 Work Zone Crash,1_CBTV12_2018_07_26_18_32_46.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665807129753,300,NA,NA,NA,Sunny,Upper Left Corner,West I-80 @ US HWY 6 (CBTV12),NA,NA,NA,N,NA,Camera shows two vehicles that apparently collision previously (rear ended)
Raysa,N,2018,20180726 CB US-6 @ I-80 Work Zone Crash,1_CBTV12_2018_07_26_18_27_46.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665805712924,299,NA,NA,NA,Sunny,Upper Left Corner,West I-80 @ US HWY 6 (CBTV12),NA,NA,NA,N,NA,Camera shows two vehicles that apparently collision previously (rear ended)
Raysa,N,2018,20180726 CB US-6 @ I-80 Work Zone Crash,1_CBTV12_2018_07_26_18_22_46.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665810756242,300,NA,NA,NA,Sunny,Upper Left Corner,West I-80 @ US HWY 6 (CBTV12),NA,NA,NA,N,NA,Camera shows two vehicles that apparently collision previously (rear ended)
Raysa,N,2018,20180726 CB US-6 @ I-80 Work Zone Crash,1_CBTV12_2018_07_26_18_17_46.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665808753868,300,NA,NA,NA,Sunny,Upper Left Corner,West I-80 @ US HWY 6 (CBTV12),NA,NA,NA,N,NA,Camera shows two vehicles that apparently collision previously (rear ended)
Raysa,N,2018,20180726 CB US-6 @ I-80 Work Zone Crash,1_CBTV12_2018_07_26_18_12_46.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665812051983,300,NA,NA,NA,Sunny,Upper Left Corner,West I-80 @ US HWY 6 (CBTV12),NA,NA,NA,Y,20,Camera shows two vehicles that apparently collision previously (rear ended)
Raysa,N,2018,20180726 CB US-6 @ I-80 Work Zone Crash,1_CBTV12_2018_07_26_18_07_46.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665812276720,299,NA,NA,NA,Sunny,Upper Left Corner,West I-80 @ US HWY 6 (CBTV12),NA,NA,NA,N,NA,Camera shows two vehicles that apparently collision previously (rear ended)
Raysa,N,2018,20180726 CB US-6 @ I-80 Work Zone Crash,1_CBTV12_2018_07_26_18_04_07.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665808393896,218,NA,NA,NA,Sunny,Upper Left Corner,West I-80 @ US HWY 6 (CBTV12),NA,NA,NA,Y,11,"Since the beginning of the video, camera shows two vehicles stopped on the way that apparently collision previously (rear ended)"
Raysa,Y,2018,20180807 CB I-80 WB Workzone Crash MM 1,CBTV01--2018_08_07_08_22_37-2018_08_07_08_23_08.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665809520586,29,11,13,22,Cloudy,Upper Left Corner,East I-80 EB Missouri River Bridge (CBTV01),"8,07,2018",NA,Other: slip-and-slide,N,NA,The distance from the camera does not allow to see details of the accident very well
Raysa,Y,2018,20180805 CB US-275 Intersection T-Bone Crash,CBTV28--2018_08_05_14_25_43-2018_08_05_14_48_45.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665808240539,1380,18,18,21,Sunny,Upper Left Corner,West US 275@ South Expressway (CBTV28),"8,05,2018",14:28:57,T-bone,N,NA,
Raysa,Y,2018,20180711 DM I-80 at 34 ave accident,DMTV56--2018_07_11_21_18_26-2018_07_11_22_33_24.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665811045145,4488,NA,2493,2501,Night,Upper Left Corner,East I-80 EB Overpass @ 34th Ave (DMTV56),"7,11,2018",21:53:27,Rear ended,N,NA,Camera does not show pre-collision time
Raysa,N,2018,20180711 DM I-80 at 34 ave accident,DMTV56--2018_07_11_22_23_26-2018_07_11_23_58_25.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665808358100,5686,NA,NA,NA,Night,Upper Left Corner,East I-80 EB Overpass @ 34th Ave (DMTV56),NA,NA,NA,Y,710,No accident detected. It's just postcolission time of accident from the previous video
Raysa,Y,2018,20180712 DM I-80 debris crash,DMTV56--2018_07_11_22_00_04-2018_07_11_23_54_28.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665805657019,6862,NA,1,9,Night,Upper Left Corner,East I-80 EB Overpass @ 34th Ave (DMTV56),"7,11,2018",21:53:27,Rear ended,Y,2111,Camera does not show pre-collision time
Raysa,Y,2018,20180712 DM I-80 debris crash,DMTV56--2018_07_11_22_00_03-2018_07_11_22_00_31.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665807959267,25,NA,1,9,Night,Upper Left Corner,East I-80 EB Overpass @ 34th Ave (DMTV56),"7,11,2018",21:53:27,Rear ended,N,NA,Camera does not show pre-collision time
Raysa,Y,2018,20180718 IC I-80 at I-380 US218 Accident,ICTV03--2018_07_18_18_15_17-2018_07_18_19_26_58.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665809288816,4285,69,70,71,Sunny,Upper Left Corner,North I-80 @ I-380/US218 (ICTV03),"7,18,2018",18:09:52,Rear ended,Y,207,
Raysa,Y,2018,20180718 IC I-80 at I-380 US218 Accident,ICTV03--2018_07_18_18_16_09-2018_07_18_18_38_49.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665808838503,1356,16,17,18,Sunny,Upper Left Corner,North I-80 @ I-380/US218 (ICTV03),"7,18,2018",18:09:52,Rear ended,Y,154,
Raysa,Y,2018,20180718 IC I-80 at I-380 US218 Accident,ICTV03--2018_07_18_18_16_09-2018_07_18_18_19_16.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665808866705,184,16,17,18,Sunny,Upper Left Corner,North I-80 @ I-380/US218 (ICTV03),"7,18,2018",18:09:52,Rear ended,Y,154,
Raysa,N,2018,20180718 IC I-80 at I-380 US218 Accident,ICTV03--2018_07_18_05_23_49-2018_07_18_06_28_47.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665813772359,3884,NA,NA,NA,Sunny,Upper Left Corner,East I-80 @ I-380/US218 (ICTV03),NA,NA,NA,N,NA,No accident detected
Raysa,N,2018,20180727 IC I-80 EB at MM 237 RAGBRAI Bus Crash,ICTV01--2018_07_27_08_21_39-2018_07_27_08_22_39.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665809782807,60,NA,NA,NA,Sunny,Upper Left Corner,East I-80 @ Half Moon (ICTV01),NA,NA,NA,N,NA,No accident detected
Raysa,N,2018,20180726 DM US 65 NB @ Army Post Crash,DMTV30--2018_07_26_12_55_30-2018_07_26_12_56_05.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665811327856,31,NA,NA,NA,Sunny,Upper Left Corner,North US65 NB @ Army Post Rd (DMTV20),NA,NA,NA,N,NA,No accident detected
Raysa,N,2018,20180723 DM I-80 E 129 MM Work Zone Crash,DMTV20--2018_07_23_07_44_53-2018_07_23_08_09_51.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665813244424,1492,NA,NA,NA,Sunny,Upper Left Corner,West I-35/80 EB @ HWY 141 (DMTV20),NA,NA,NA,Y,1458,No accident detected
Raysa,N,2018,20180723 DM I-80 E 129 MM Work Zone Crash,DMTV21--2018_07_23_07_57_32-2018_07_23_08_06_55.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665806628817,560,NA,NA,NA,Sunny,Upper Left Corner,West I-35/80 @86th St (DMTV21),NA,NA,NA,Y,421,"No accident detected, justr traffic jam, a vehicle stopped on the way and towed away"
Raysa,N,2018,20180721 D6 US151 at 130 st Accident,D6TV02_Anamosa 7-21-2018 1700 to 1900.asf,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665815520475,7671,NA,NA,NA,Sunny,Upper Left Corner,East US 151 @ MM 55.3 near Anamosa (D6TV02),NA,NA,NA,N,NA,"Camera does not show accident, just rescue vehicles and people trying to helping"
Raysa,N,2018,20180724 DM I-80 E @ 128 MM Work Zone Crash,DMTV21--2018_07_24_12_07_30-2018_07_24_12_08_15.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665812549271,44,NA,NA,NA,Sunny,Upper Left Corner,West I-35/80 @86th St (DMTV21),NA,NA,NA,N,NA,"No accident detected, justr traffic jam"
Raysa,N,2018,20180721 DM I-235 EB Vehicle Fire,DMTV13--2018_07_21_14_54_38-2018_07_21_15_09_50.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665809510417,908,NA,NA,NA,Cloudy,Upper Left Corner,East I-235 EB @ 42nd St (DMTV13),NA,NA,NA,Y,364,"No accident was detected, only a vehicle is shown that at the beginning of the video stopped on the shore and then caught fire."
Raysa,N,2018,20180722 DM I-35 WZ CRASH,IWZ3183--2018_07_22_00_18_47-2018_07_22_00_25_04.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665810899456,374,NA,NA,NA,Night,Upper Left Corner,N I-35 @ N of 1st (IWZ3183),NA,NA,NA,N,NA,
Raysa,N,2018,20180721 CB I-29 at RR Overpass Motorcycle Crash,CBTV44--2018_07_21_13_41_57-2018_07_21_14_12_06.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665815881079,1806,NA,NA,NA,Sunny,Upper Left Corner,North I-29 SB @ RR Overpass (CBTV44),NA,NA,NA,Y,767,"Camera does not show accident, just a vehicle and motorcycle stopped on the shore and rescue vehicles"
Raysa,N,2018,20180716 DM I-35 I-80 at NE38 Accident,DMTV58--2018_07_16_07_53_41-2018_07_16_09_08_39.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665809032187,4481,NA,NA,NA,Cloudy,Upper Left Corner,East I-80 WB @ East Mix Master (DMTV58),NA,NA,NA,Y,30,"Camera does not show accident, just a vehicles stopped on the shore and traffic jam"
Raysa,N,2018,20180716 DM I-35 I-80 at NE38 Accident,DMTV89--2018_07_16_07_53_41-2018_07_16_09_08_40.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665806369774,4489,NA,NA,NA,Cloudy,Upper Left Corner,East I-80 EB @ East of E 14th St (DMTV89),NA,NA,NA,Y,3863,"Camera does not show accident, just a control traffic vehicle on the shore and traffic jam "
Raysa,N,2018,20180716 DM I-35 I-80 at NE38 Accident,DMTV54--2018_07_16_08_44_43-2018_07_16_08_48_39.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665814261200,234,NA,NA,NA,Sunny,Upper Left Corner,West I-80 WB Overpass @ NE 38th ST (DMTV54),NA,NA,NA,Y,35,"No accident is shown on camera, only traffic jams and vehicles stopped on the shore that apparently collided"
Raysa,Y,2018,20180720 IC I-80 W at Coral Ridge Crash,ICTV04--2018_07_20_11_15_23-2018_07_20_11_15_58.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665808728020,31,NA,6,11,Sunny,Upper Left Corner,East I-80 Coral Ridge (ICTV04),"7,20,2018",11:08:50,With object,N,NA,"Due to the angle of the camera, the details of the accident and the time before the collision are not well observed."
Raysa,Y,2018,20180705 AM I-35 NB @ 104 MM Semi Crash,AMTV01--2018_07_05_09_37_52-2018_07_05_11_54_11.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665811810490,8142,1736,1738,1744,Sunny,Upper Left Corner,North I-35 SB @ IA210 EB (AMTV01),"7,05,2018",10:01:38,Other: Side,N,NA,A truck was stopped on the shore and the another truck collided it
Raysa,Y,2018,20180705 AM I-35 NB @ 104 MM Semi Crash,AMTV02--2018_07_05_10_12_01-2018_07_05_11_53_49.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665812201652,6081,NA,NA,2400,Sunny,Upper Left Corner,North I-35 NB @ Heart of IA Tr (AMTV02),"7,05,2018",NA,Other: Slip-and-slide,Y,30,"Due to the angle of the camera, the details of the truck slide are not well observed. Camera shows traffic jams and 2 trucks stopped on the shore that apparently collided before the third truck slided"
Raysa,Y,2018,20180705 AM I-35 NB @ 104 MM Semi Crash,AMTV02--2018_07_05_10_01_54-2018_07_05_11_16_52.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665809894817,4483,NA,NA,3007,Sunny,Upper Left Corner,North I-35 NB @ Heart of IA Tr (AMTV02),"7,05,2018",NA,Other: Slip-and-slide,Y,636,"Due to the angle of the camera, the details of the truck slide are not well observed. Camera shows traffic jams and 2 trucks stopped on the shore that apparently collided before the third truck slided"
Raysa,Y,2018,20180705 AM I-35 NB @ 104 MM Semi Crash,AMTV01--2018_07_05_09_37_54-2018_07_05_10_08_42.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665806177855,1843,1736,1738,1744,Sunny,Upper Left Corner,North I-35 SB @ IA210 EB (AMTV01),"7,05,2018",10:01:38,Other: Side,N,NA,A truck was stopped on the shore and the another truck collided it
Raysa,Y,2018,20180705 AM I-35 NB @ 104 MM Semi Crash,AMTV01--2018_07_05_10_06_34-2018_07_05_10_07_11.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665810420620,32,20,22,28,Sunny,Upper Left Corner,North I-35 SB @ IA210 EB (AMTV01),"7,05,2018",10:01:38,Other: Side,N,NA,A truck was stopped on the shore and the another truck collided it
Raysa,Y,2018,20180716 DM I-35 NB @ Mills Civic Crash,DMTV50--2018_07_16_04_46_06-2018_07_16_04_46_22.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665808644268,12,4,6,10,Night,Upper Left Corner,North I-35 @ Mills Civic (DMTV50),"7,16,2018",4:39:24,With object,N,NA,
Raysa,Y,2018,20180714 AM I-35 SB Workzone MM 108 Crash,AMTV04--2018_07_14_06_21_58-2018_07_14_06_45_52.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665808534513,1431,19,20,27,Cloudy,Upper Left Corner,North I-35 at MM 108 (AMTV04),"7,14,2018",6:16:33,"Rear ended (with truck), with object",Y,411,
Raysa,Y,2018,20180714 CB I-80 WB Motorcycle Crash,CBTV46--2018_07_14_11_06_53-2018_07_14_11_25_05.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665807534187,1090,7,10,13,Cloudy,Upper Left Corner,West I-29/80 @ West of 24th Street (CBTV46),"7,14,2018",11:09:28,Other: Slip-and-slide,Y,1003,
Raysa,Y,2018,20180716 DM I-35 @ MM 100 Semi vs Car Crash,DMTV64--2018_07_16_09_04_35-2018_07_16_09_05_38.mov,https://iastate.app.box.com/s/ltz1a7nn1kxkl04tmzj8yjej9r894byo/file/665805193233,57,9,10,21,Cloudy,Upper Left Corner,South I-35 NB Overpass @ NE 158th Ave (DMTV64),"7,16,2018",8:57:23,"Other: Slip-and-slide, with truck and with object",N,NA,
